call_id,caller_number,called_number,start_time,call_duration,call_status,call_cost,data_usage_mb,data_cost,sms_count,sms_cost,is_roaming,roaming_surcharge,total_cost,t_c
e5a24a51-2f34-49c4-ad02-481d1b07c180,13882061382,16001122803,16-07-24 21:10,1679,ANSWERED,$16.79 ,4422.85,$22.11 ,37,$0.74 ,TRUE,$2.18 ,$41.82 ,$41.82 
33083793-30e1-4318-a3a4-7a79f2b054f3,18494311531,14792542927,04-11-24 21:10,3447,NO_ANSWER,$34.47 ,600.97,$3.00 ,40,$0.80 ,TRUE,$3.55 ,41.82,$41.82 
aca1511c-2d34-46cd-9283-395ead7fdc21,12678398790,17563809843,03-02-24 21:10,1991,BUSY,$19.91 ,3563.93,$17.82 ,44,$0.88 ,TRUE,$3.20 ,41.81,$41.81 
12506c6b-a421-4ada-9784-31255219ffe1,18945695101,14101374268,09-02-24 21:10,2098,ANSWERED,$20.98 ,2554.16,$12.77 ,27,$0.54 ,TRUE,$7.52 ,$41.81 ,$41.81 
3eb17c55-5f9c-4b2d-bb71-745d21f66618,14324446988,17497748876,18-05-24 21:10,3138,BUSY,$31.38 ,1962.18,$9.81 ,31,$0.62 ,FALSE,$0.00 ,41.81,$41.81 
d28a817f-ae85-42ca-a23c-55f318dee452,19365732837,18515913151,10-12-23 21:10,2273,BUSY,$22.73 ,3677.92,$18.39 ,34,$0.68 ,FALSE,$0.00 ,41.8,$41.80 
1128a35a-41b8-4d0a-b85d-6cc92d3e780f,12014924878,14837193866,21-12-23 21:10,2212,ANSWERED,$22.12 ,3770.1,$18.85 ,41,$0.82 ,FALSE,$0.00 ,$41.79 ,$41.79 
c2364bd3-29f7-4405-9e52-5dfe878a1aa2,18973276449,13122437282,27-06-24 21:10,2819,BUSY,$28.19 ,1334.4,$6.67 ,35,$0.70 ,TRUE,$6.22 ,$41.78 ,$41.78 
491d3bbb-50e4-47cd-9aab-07cd1db12048,15856449794,13076642634,27-02-24 21:10,2260,BUSY,$22.60 ,3062.86,$15.31 ,24,$0.48 ,TRUE,$3.38 ,$41.77 ,$41.77 
6ad6b4ad-352a-41ac-984a-def30d2c6c59,18544367263,12863691219,05-10-24 21:10,3130,FAILED,$31.30 ,1506.1,$7.53 ,45,$0.90 ,TRUE,$2.02 ,$41.75 ,$41.75 
bdced443-f597-4d43-99e9-f566577d55b7,14798615178,19793999717,08-09-24 21:10,2630,ANSWERED,$26.30 ,1538.86,$7.69 ,47,$0.94 ,TRUE,$6.81 ,$41.74 ,$41.74 
c219b292-41ec-4820-abdc-c711b90bc0f0,12214012777,12886415540,11-03-24 21:10,2037,BUSY,$20.37 ,2526.29,$12.63 ,42,$0.84 ,TRUE,$7.90 ,$41.74 ,$41.74 
bf8f5e64-dc8d-4749-b27b-f95d0a39cdee,18747527314,19874245087,04-02-24 21:10,1187,NO_ANSWER,$11.87 ,4438.5,$22.19 ,6,$0.12 ,TRUE,$7.54 ,$41.72 ,$41.72 
8b0b5e2b-e85b-408d-a0cb-31108ce6b39c,17641606245,15817055375,06-07-24 21:10,3071,BUSY,$30.71 ,2177.6,$10.89 ,6,$0.12 ,FALSE,$0.00 ,$41.72 ,$41.72 
fbad3bf2-db6d-4824-b596-12c730f3a78b,14184224233,18081581130,12-08-24 21:10,3507,ANSWERED,$35.07 ,1174.91,$5.87 ,39,$0.78 ,FALSE,$0.00 ,$41.72 ,$41.72 
01e052ca-7481-4810-b9e6-4d67d5c8f285,13164014711,18916491402,24-02-24 21:10,3051,ANSWERED,$30.51 ,2162.64,$10.81 ,19,$0.38 ,FALSE,$0.00 ,$41.70 ,$41.70 
c649bd3a-6694-4cc9-8bbf-6331ced60ef1,19628262611,16775472573,24-11-23 21:10,3488,BUSY,$34.88 ,1303.58,$6.52 ,15,$0.30 ,FALSE,$0.00 ,$41.70 ,$41.70 
21b5d400-3dd9-46a5-95a3-3af64d246fd0,17152578627,13688839471,18-09-24 21:10,1918,NO_ANSWER,$19.18 ,4404.39,$22.02 ,15,$0.30 ,TRUE,$0.18 ,$41.68 ,$41.68 
085e3d51-7ceb-42ef-8110-ae2928b9b5af,14003654591,12754208511,25-12-23 21:10,2752,BUSY,$27.52 ,1462.35,$7.31 ,4,$0.08 ,TRUE,$6.77 ,41.68,$41.68 
aa1347d0-09ea-46c4-9902-6fa6dd97bad8,18011549941,16841564183,25-11-23 21:10,2475,NO_ANSWER,$24.75 ,1828.22,$9.14 ,45,$0.90 ,TRUE,$6.87 ,$41.66 ,$41.66 
43e314b6-6659-4314-8e6f-e2f83b3cf76a,19599931682,13901167161,21-09-24 21:10,1772,ANSWERED,$17.72 ,4780.72,$23.90 ,2,$0.04 ,FALSE,$0.00 ,$41.66 ,$41.66 
b7ec169e-8541-4c49-9ba8-fc5405e750ae,19474652991,16909438402,15-03-24 21:10,2458,ANSWERED,$24.58 ,2818.63,$14.09 ,12,$0.24 ,TRUE,$2.73 ,$41.64 ,$41.64 
8cc50e83-c11b-4f41-a7b5-0e61eba71dc1,18369758595,18367178098,24-06-24 21:10,2257,ANSWERED,$22.57 ,2189.74,$10.95 ,6,$0.12 ,TRUE,$8.00 ,41.64,$41.64 
c00fec11-fead-4dab-ba15-57128806b667,16899334996,15359057136,29-08-24 21:10,1674,FAILED,$16.74 ,4603.93,$23.02 ,33,$0.66 ,TRUE,$1.22 ,41.64,$41.64 
13accbf7-a9ee-4383-a4cd-20192b8b803b,13833991158,15029642938,28-12-23 21:10,3008,BUSY,$30.08 ,2305.87,$11.53 ,0,$0.00 ,FALSE,$0.00 ,$41.61 ,$41.61 
06678d54-2bc9-4c03-b408-f417c9b2f450,13224579890,14323974094,02-02-24 21:10,1557,NO_ANSWER,$15.57 ,4635.35,$23.18 ,46,$0.92 ,TRUE,$1.93 ,$41.60 ,$41.60 
9a894fec-0ca6-4c6f-9db8-ea76dc621c47,15932662826,13243774910,28-12-23 21:10,2635,NO_ANSWER,$26.35 ,1619.83,$8.10 ,13,$0.26 ,TRUE,$6.89 ,$41.60 ,$41.60 
66cd318a-d160-4c48-b635-808ca7ae8426,13084917852,18085903466,09-10-24 21:10,2793,ANSWERED,$27.93 ,575.24,$2.88 ,40,$0.80 ,TRUE,$9.98 ,$41.59 ,$41.59 
1bbe0cc8-13a4-4fbd-9f3a-fe01d5cd0668,13058196008,18575115495,31-01-24 21:10,1237,BUSY,$12.37 ,4404.66,$22.02 ,47,$0.94 ,TRUE,$6.26 ,41.59,$41.59 
3974830f-3ada-4a26-acc3-9dc539ed4ce3,13822465712,12224829033,11-05-24 21:10,3284,FAILED,$32.84 ,1633.58,$8.17 ,28,$0.56 ,FALSE,$0.00 ,41.57,$41.57 
0ee01464-8aed-49a0-930c-ea809918a634,17453216033,15332016633,08-10-24 21:10,2700,NO_ANSWER,$27.00 ,1793.08,$8.97 ,45,$0.90 ,TRUE,$4.66 ,$41.53 ,$41.53 
b8b0ddcb-0d24-44ec-bff4-bc20d6f0e3fb,18298346754,14872987731,18-12-23 21:10,2661,FAILED,$26.61 ,2918.81,$14.59 ,16,$0.32 ,FALSE,$0.00 ,$41.52 ,$41.52 
f641de4d-c7e7-4389-b0c6-bccc94b960c7,19468988517,15229039252,25-05-24 21:10,1625,FAILED,$16.25 ,4883.87,$24.42 ,42,$0.84 ,FALSE,$0.00 ,41.51,$41.51 
da8bf41b-4f8e-48ed-a704-7a4cb74a42e4,15617299697,19377076151,27-04-24 21:10,1794,ANSWERED,$17.94 ,4516.38,$22.58 ,49,$0.98 ,FALSE,$0.00 ,41.5,$41.50 
e2193901-5732-4d94-9a63-a1cde7e9dc03,17582443537,19951269162,06-09-24 21:10,2968,NO_ANSWER,$29.68 ,288.7,$1.44 ,32,$0.64 ,TRUE,$9.73 ,$41.49 ,$41.49 
741be0d7-8343-4d3b-9e0b-8d356da4b7ed,19485566106,12237126371,01-12-23 21:10,3063,BUSY,$30.63 ,2056.04,$10.28 ,28,$0.56 ,FALSE,$0.00 ,$41.47 ,$41.47 
df21e369-0a96-445d-b25a-f85679e254ae,12134332438,14833192083,15-03-24 21:10,2898,BUSY,$28.98 ,2438.97,$12.19 ,15,$0.30 ,FALSE,$0.00 ,$41.47 ,$41.47 
1d6bd921-0f80-49b2-91e1-123460afd824,13739185245,16294518735,14-11-24 21:10,990,NO_ANSWER,$9.90 ,4268.18,$21.34 ,27,$0.54 ,TRUE,$9.67 ,$41.45 ,$41.45 
7f4e8e71-819f-4b95-a011-0481f76c8b51,13982867906,12765921772,02-01-24 21:10,3304,ANSWERED,$33.04 ,1076.42,$5.38 ,50,$1.00 ,TRUE,$2.03 ,$41.45 ,$41.45 
fb24f103-fad3-4332-a677-f0f0f54d8581,18009242093,14905877015,04-03-24 21:10,3493,NO_ANSWER,$34.93 ,615.73,$3.08 ,37,$0.74 ,TRUE,$2.70 ,$41.45 ,$41.45 
4dade7ee-5b2a-4962-b871-ddc351c2c810,15317424154,17202441750,30-01-24 21:10,2980,NO_ANSWER,$29.80 ,2197.64,$10.99 ,33,$0.66 ,FALSE,$0.00 ,41.45,$41.45 
eed4c900-6b54-481f-a6e8-92ea82c3b5cc,16427644884,16592967910,02-04-24 21:10,3380,FAILED,$33.80 ,1069.3,$5.35 ,20,$0.40 ,TRUE,$1.88 ,$41.43 ,$41.43 
55f72424-1a82-4d72-9a0c-9e58bf78f3f3,18114534069,15976358842,05-01-24 21:10,2598,BUSY,$25.98 ,2867.44,$14.34 ,48,$0.96 ,TRUE,$0.15 ,$41.43 ,$41.43 
b26224d7-1fa3-4b38-96cc-39a882a98a8e,13279358691,14158042475,13-10-24 21:10,2418,FAILED,$24.18 ,3379.16,$16.90 ,17,$0.34 ,FALSE,$0.00 ,$41.42 ,$41.42 
f975ace7-ae51-4ef1-871c-977a0d85eeca,18883684189,16173963302,16-08-24 21:10,1362,BUSY,$13.62 ,4729.58,$23.65 ,47,$0.94 ,TRUE,$3.21 ,41.42,$41.42 
b5031d6d-4d66-4d20-baf5-f227a5a299f7,17477106879,19719232968,17-07-24 21:10,2787,BUSY,$27.87 ,2204.98,$11.02 ,50,$1.00 ,TRUE,$1.52 ,41.41,$41.41 
b156e443-8eaf-4f29-92d9-19e67fe9ac11,16718935137,15802704399,27-05-24 21:10,2272,ANSWERED,$22.72 ,1945.8,$9.73 ,33,$0.66 ,TRUE,$8.29 ,$41.40 ,$41.40 
175e56f9-9cd4-403c-9c14-699b40b2f350,19503771183,17104754063,07-04-24 21:10,2087,NO_ANSWER,$20.87 ,4019.71,$20.10 ,21,$0.42 ,FALSE,$0.00 ,$41.39 ,$41.39 
dd418428-24ff-4bd7-ac18-25d8ef47fb76,13295126320,12228961489,14-03-24 21:10,1558,ANSWERED,$15.58 ,4996.47,$24.98 ,41,$0.82 ,FALSE,$0.00 ,$41.38 ,$41.38 
9a3552c6-2c78-473b-ac1d-1aa3226b57b6,15645491794,17387865110,16-03-24 21:10,3178,FAILED,$31.78 ,1905.1,$9.53 ,3,$0.06 ,FALSE,$0.00 ,41.37,$41.37 
e5997649-7957-488a-8f02-f71e1d61783c,15954251243,16113022404,21-03-24 21:10,2422,NO_ANSWER,$24.22 ,1884.73,$9.42 ,17,$0.34 ,TRUE,$7.39 ,41.37,$41.37 
218b0085-5492-438d-a9b2-851baf5a6935,13751927916,13431255745,03-01-24 21:10,2782,ANSWERED,$27.82 ,837.05,$4.19 ,35,$0.70 ,TRUE,$8.65 ,$41.36 ,$41.36 
7fc8ad3d-aed9-4f17-8654-6f9283288cce,15513983410,14932603416,06-10-24 21:10,1909,NO_ANSWER,$19.09 ,4388.28,$21.94 ,16,$0.32 ,FALSE,$0.00 ,$41.35 ,$41.35 
ac6a8414-1739-4c6c-afa2-d1c4948bd5bb,17722865350,14268244813,30-01-24 21:10,1035,FAILED,$10.35 ,4553.94,$22.77 ,4,$0.08 ,TRUE,$8.14 ,41.34,$41.34 
e7a05d26-9d4b-4d50-8ca8-fbf0fe4dcfd5,12208304621,12835401682,30-04-24 21:10,2890,NO_ANSWER,$28.90 ,658.13,$3.29 ,1,$0.02 ,TRUE,$9.12 ,$41.33 ,$41.33 
3dfeab69-a3b3-4152-a024-95f14255b64f,16356908557,16133389804,29-03-24 21:10,3275,BUSY,$32.75 ,1499.16,$7.50 ,43,$0.86 ,TRUE,$0.22 ,$41.33 ,$41.33 
c31af1b5-7482-48d4-a2a8-0a3a6205e1a6,17632507896,14422076900,24-04-24 21:10,2171,BUSY,$21.71 ,2956.8,$14.78 ,40,$0.80 ,TRUE,$4.04 ,$41.33 ,$41.33 
eb2d6b98-6897-4e67-8025-3ca7b22d9a2b,17342006453,16867965255,16-06-24 21:10,2109,BUSY,$21.09 ,2407.03,$12.04 ,20,$0.40 ,TRUE,$7.80 ,41.33,$41.33 
04cda1a1-e19f-464d-a0d5-80a42164e668,13281384713,13839922365,14-01-24 21:10,2224,BUSY,$22.24 ,3252.89,$16.26 ,28,$0.56 ,TRUE,$2.25 ,$41.31 ,$41.31 
ab13aeca-c16b-498b-8680-7b19f7f3cae4,15556323721,12469686658,08-12-23 21:10,1723,ANSWERED,$17.23 ,4804.6,$24.02 ,2,$0.04 ,FALSE,$0.00 ,$41.29 ,$41.29 
e3136c87-2417-4468-834a-537dde1f230a,17838753913,15502815077,06-01-24 21:10,1606,NO_ANSWER,$16.06 ,4998.11,$24.99 ,12,$0.24 ,FALSE,$0.00 ,$41.29 ,$41.29 
942e6862-64eb-4403-a7a1-f84387af11e0,19575976668,19038413249,31-07-24 21:10,1895,NO_ANSWER,$18.95 ,4393.4,$21.97 ,18,$0.36 ,FALSE,$0.00 ,$41.28 ,$41.28 
5889a8f9-fbd9-43ca-987e-355d1a58fbfc,17098092060,15837936212,08-05-24 21:10,1568,FAILED,$15.68 ,4665.67,$23.33 ,20,$0.40 ,TRUE,$1.87 ,41.28,$41.28 
e0daa592-0064-484c-8951-595b9df250fe,18467464919,18381453833,09-08-24 21:10,2252,BUSY,$22.52 ,3656.08,$18.28 ,24,$0.48 ,FALSE,$0.00 ,41.28,$41.28 
a59b77f1-e202-4608-bd6c-679e6a255725,19768435050,15806903485,29-07-24 21:10,2891,ANSWERED,$28.91 ,2464.22,$12.32 ,2,$0.04 ,FALSE,$0.00 ,$41.27 ,$41.27 
4d921fcc-3915-40cf-bcc6-b3d98560d6de,12419255154,12257032828,29-03-24 21:10,3095,FAILED,$30.95 ,1928.6,$9.64 ,34,$0.68 ,FALSE,$0.00 ,$41.27 ,$41.27 
0a80e13f-3be0-40a6-b49f-295585cdb354,15096335913,17236978735,02-11-24 21:10,1838,BUSY,$18.38 ,4520.21,$22.60 ,14,$0.28 ,FALSE,$0.00 ,41.26,$41.26 
7be1237f-2cca-4025-a802-23be97593658,16641511791,18256838727,15-03-24 21:10,2501,ANSWERED,$25.01 ,1757.7,$8.79 ,2,$0.04 ,TRUE,$7.41 ,$41.25 ,$41.25 
05866d05-a25c-4cde-be19-00b27f735785,19111684339,14509117935,02-05-24 21:10,2804,FAILED,$28.04 ,2539.61,$12.70 ,25,$0.50 ,FALSE,$0.00 ,41.24,$41.24 
16bd63ce-a557-4a94-953d-08b94dd64885,12271706852,13471786690,29-09-24 21:10,1495,ANSWERED,$14.95 ,3495.49,$17.48 ,34,$0.68 ,TRUE,$8.11 ,$41.22 ,$41.22 
7e10247a-815a-446c-8868-74131616acf1,19769229157,18966402188,13-02-24 21:10,3300,ANSWERED,$33.00 ,1568.29,$7.84 ,18,$0.36 ,FALSE,$0.00 ,$41.20 ,$41.20 
56dfd8f1-03d8-4d09-b0c6-25cee998f26f,18807771223,12629649476,10-07-24 21:10,2315,BUSY,$23.15 ,2638.46,$13.19 ,16,$0.32 ,TRUE,$4.54 ,41.2,$41.20 
cecac956-cd66-4fec-9b67-10784d056a4a,15553597033,14701675581,05-09-24 21:10,2956,ANSWERED,$29.56 ,565.13,$2.83 ,50,$1.00 ,TRUE,$7.79 ,$41.18 ,$41.18 
45df4971-c2a1-47a2-90d4-e5908723f710,18304208451,12228156877,09-05-24 21:10,900,ANSWERED,$9.00 ,4303.63,$21.52 ,43,$0.86 ,TRUE,$9.79 ,$41.17 ,$41.17 
80fea868-a93c-43d8-b6d1-9adfc1f3c323,12108744662,14817369824,13-11-24 21:10,2456,NO_ANSWER,$24.56 ,2750.33,$13.75 ,13,$0.26 ,TRUE,$2.60 ,$41.17 ,$41.17 
409454ac-d929-435c-a03b-36ffa18d7a81,15503215856,15278514158,28-08-24 21:10,2135,ANSWERED,$21.35 ,3936.99,$19.68 ,7,$0.14 ,FALSE,$0.00 ,$41.17 ,$41.17 
0357ff56-e562-4580-abdf-c351cd52f6fb,12267518289,13155156038,05-08-24 21:10,1708,BUSY,$17.08 ,4757.05,$23.79 ,15,$0.30 ,FALSE,$0.00 ,41.17,$41.17 
6865032f-cd1f-4b6d-9f35-f25f83345bc0,12433773128,12914525392,26-06-24 21:10,1673,NO_ANSWER,$16.73 ,3484.7,$17.42 ,28,$0.56 ,TRUE,$6.45 ,41.16,$41.16 
95bec846-fced-4881-a6fd-5cf0375c045e,14208978538,12547754112,20-02-24 21:10,2430,NO_ANSWER,$24.30 ,2293.69,$11.47 ,26,$0.52 ,TRUE,$4.86 ,41.15,$41.15 
e31cfe1e-8310-4d32-b1f6-f6213f76706c,19277702369,17709367125,26-05-24 21:10,1218,NO_ANSWER,$12.18 ,4983.34,$24.92 ,24,$0.48 ,TRUE,$3.57 ,$41.15 ,$41.15 
fd966f27-ac2b-4764-af64-4268cb1123c7,12889178675,18045971255,13-07-24 21:10,3232,FAILED,$32.32 ,1593.22,$7.97 ,43,$0.86 ,FALSE,$0.00 ,$41.15 ,$41.15 
2af81a87-7966-4ad1-a384-79eb72c5fc2e,15173784224,17273358618,20-10-24 21:10,2501,NO_ANSWER,$25.01 ,2591.25,$12.96 ,17,$0.34 ,TRUE,$2.83 ,$41.14 ,$41.14 
47cb5f8c-11c1-4db5-88a0-d2f877dd28ea,16975611420,16333214643,12-11-24 21:10,3583,ANSWERED,$35.83 ,940.53,$4.70 ,30,$0.60 ,FALSE,$0.00 ,$41.13 ,$41.13 
379a972f-50dc-4d7f-a770-54ed2ccfde61,19083443939,18137292821,16-08-24 21:10,1512,BUSY,$15.12 ,3907.26,$19.54 ,4,$0.08 ,TRUE,$6.39 ,41.13,$41.13 
fe57ced2-2592-41a7-beb8-68f51e1f72b7,16439625540,16894377542,25-03-24 21:10,2757,NO_ANSWER,$27.57 ,2649.41,$13.25 ,0,$0.00 ,TRUE,$0.29 ,$41.11 ,$41.11 
d4aaa669-13c1-4ae6-a5ef-8ce8646f092e,12017636318,17577938555,18-09-24 21:10,2239,ANSWERED,$22.39 ,2044.43,$10.22 ,42,$0.84 ,TRUE,$7.65 ,$41.10 ,$41.10 
6ac754bd-fd43-4763-85b3-ce08358f6f34,17172746447,14825154587,04-10-24 21:10,3140,NO_ANSWER,$31.40 ,1866.84,$9.33 ,18,$0.36 ,FALSE,$0.00 ,41.09,$41.09 
5d37b3c9-7785-49d4-9d87-1e12a349ace0,18766537686,14117574237,08-11-24 21:10,2444,NO_ANSWER,$24.44 ,2098.55,$10.49 ,9,$0.18 ,TRUE,$5.97 ,$41.08 ,$41.08 
71948913-3de9-4bf7-89e8-a82a43ac75c7,16577736029,18496001489,30-05-24 21:10,2220,ANSWERED,$22.20 ,3660.73,$18.30 ,29,$0.58 ,FALSE,$0.00 ,$41.08 ,$41.08 
22a67a05-c21f-44c8-93d2-9feaffb76519,19654463834,17205288757,06-01-24 21:10,3486,FAILED,$34.86 ,217.7,$1.09 ,35,$0.70 ,TRUE,$4.42 ,41.07,$41.07 
d793e2b8-dcb5-484a-a659-35d1ea87089f,19443613691,15982705254,22-10-24 21:10,2919,FAILED,$29.19 ,2279.45,$11.40 ,8,$0.16 ,TRUE,$0.32 ,$41.07 ,$41.07 
5de954bd-fb77-46af-9549-bd96b86dc014,14804993371,15231251925,24-01-24 21:10,2252,ANSWERED,$22.52 ,3674.94,$18.37 ,8,$0.16 ,FALSE,$0.00 ,$41.05 ,$41.05 
692c7b8e-8562-434a-9347-ee718900c320,15938608453,12592398296,09-09-24 21:10,1915,FAILED,$19.15 ,2661.59,$13.31 ,30,$0.60 ,TRUE,$7.97 ,$41.03 ,$41.03 
0c6aa9d4-a9a5-4654-86a2-c3dec21b46b6,13482868432,12649972239,08-04-24 21:10,1874,NO_ANSWER,$18.74 ,4411.88,$22.06 ,11,$0.22 ,FALSE,$0.00 ,41.02,$41.02 
112f96af-809e-4964-9b15-c3689ab75f25,13399076006,14413641239,20-11-24 21:10,1545,BUSY,$15.45 ,3744.52,$18.72 ,50,$1.00 ,TRUE,$5.84 ,41.01,$41.01 
1dd767e0-449b-4379-9e49-012bc1119f92,18774458249,15039572449,09-03-24 21:10,3199,FAILED,$31.99 ,771.53,$3.86 ,26,$0.52 ,TRUE,$4.64 ,41.01,$41.01 
d2e2e5ac-98eb-40fd-a20f-14f8c17ed8ea,19833852050,17831135303,25-12-23 21:10,2403,BUSY,$24.03 ,3266.42,$16.33 ,32,$0.64 ,FALSE,$0.00 ,$41.00 ,$41.00 
e4e68030-b240-43b4-8cf2-afb97f0a7710,13196722933,15343591923,30-04-24 21:10,1764,ANSWERED,$17.64 ,3320.33,$16.60 ,0,$0.00 ,TRUE,$6.76 ,$41.00 ,$41.00 
86622b2e-36e5-40b8-ac68-358b58b31384,13486268379,13191513110,17-10-24 21:10,1716,ANSWERED,$17.16 ,4721.85,$23.61 ,11,$0.22 ,FALSE,$0.00 ,40.99,$40.99 
2c99110f-20f0-4548-8950-2c8b2387f8f1,18215837356,18015373234,11-10-24 21:10,2800,NO_ANSWER,$28.00 ,2469.83,$12.35 ,30,$0.60 ,FALSE,$0.00 ,$40.95 ,$40.95 
e6745302-4e16-4556-8658-d04d5bffb7e0,17598903097,14008214474,24-04-24 21:10,3001,NO_ANSWER,$30.01 ,385.77,$1.93 ,6,$0.12 ,TRUE,$8.89 ,$40.95 ,$40.95 
615b82da-0a06-4c4f-b618-293203565542,13206254775,18078731361,24-11-23 21:10,3501,BUSY,$35.01 ,1084.51,$5.42 ,26,$0.52 ,FALSE,$0.00 ,$40.95 ,$40.95 
de233f61-25ad-4cd9-a26a-f081c17dec7d,18182793979,15243165554,11-07-24 21:10,1642,BUSY,$16.42 ,4735.87,$23.68 ,42,$0.84 ,FALSE,$0.00 ,40.94,$40.94 
a0c027cd-254c-439d-88e1-e7b154729385,18296854361,16816523776,16-07-24 21:10,896,BUSY,$8.96 ,4435.25,$22.18 ,28,$0.56 ,TRUE,$9.24 ,$40.94 ,$40.94 
875f823a-f092-46d4-990f-f8b99e82fadf,19235772006,18415708437,13-11-24 21:10,3316,FAILED,$33.16 ,720.27,$3.60 ,11,$0.22 ,TRUE,$3.96 ,$40.94 ,$40.94 
afbf8d85-b4ad-42ec-b11d-c394851afaa1,12639962669,19426507863,04-08-24 21:10,1293,FAILED,$12.93 ,4001.17,$20.01 ,14,$0.28 ,TRUE,$7.70 ,$40.92 ,$40.92 
a162c45c-3fbe-4412-a846-07a05ed46675,15237013165,14742947614,10-06-24 21:10,1471,NO_ANSWER,$14.71 ,4219.82,$21.10 ,35,$0.70 ,TRUE,$4.40 ,40.91,$40.91 
09ac09b5-d98b-4a25-af4f-c5601731cafd,17703063591,12292096641,15-01-24 21:10,2992,NO_ANSWER,$29.92 ,1660.22,$8.30 ,25,$0.50 ,TRUE,$2.19 ,$40.91 ,$40.91 
22dcc3ec-8200-4f83-933a-c59164ddb124,19159173396,17001416200,07-01-24 21:10,2039,BUSY,$20.39 ,4043.76,$20.22 ,14,$0.28 ,FALSE,$0.00 ,$40.89 ,$40.89 
6a0731db-c7a2-4ce3-92c4-cd14c9ef058b,16852717413,16385909580,02-03-24 21:10,1858,FAILED,$18.58 ,4431.07,$22.16 ,6,$0.12 ,FALSE,$0.00 ,40.86,$40.86 
72ef06ca-59b5-42b6-8590-cf56d27b4fa1,19806484354,12309383459,01-11-24 21:10,3242,ANSWERED,$32.42 ,1556.52,$7.78 ,32,$0.64 ,FALSE,$0.00 ,$40.84 ,$40.84 
b27733ec-6388-4d71-939c-bcab99be182b,15733903101,18091289226,12-10-24 21:10,1683,ANSWERED,$16.83 ,4696.03,$23.48 ,26,$0.52 ,FALSE,$0.00 ,40.83,$40.83 
8c1ac84a-3b3a-47bd-bd3c-643bc1fc42be,12788576447,16315112205,19-07-24 21:10,2227,NO_ANSWER,$22.27 ,3397.2,$16.99 ,27,$0.54 ,TRUE,$1.03 ,$40.83 ,$40.83 
e17bd74d-0e9b-4301-9d36-53ac3de60d23,14207808832,17998802122,19-12-23 21:10,2214,FAILED,$22.14 ,3560.02,$17.80 ,43,$0.86 ,FALSE,$0.00 ,$40.80 ,$40.80 
f8f19325-019f-42c6-8c71-41a1fecbb5a7,15282454705,17377517389,05-07-24 21:10,3047,ANSWERED,$30.47 ,135.54,$0.68 ,33,$0.66 ,TRUE,$8.99 ,$40.80 ,$40.80 
e69b77ee-e294-4250-b961-2c5baffbe64d,14809088637,19957859460,05-02-24 21:10,2522,NO_ANSWER,$25.22 ,2327.82,$11.64 ,42,$0.84 ,TRUE,$3.09 ,40.79,$40.79 
f3841fc6-f585-48c3-ac26-09faf6ff2a42,16059903296,13504108090,12-07-24 21:10,2202,NO_ANSWER,$22.02 ,3577.73,$17.89 ,44,$0.88 ,FALSE,$0.00 ,$40.79 ,$40.79 
fd360e55-5207-4eeb-b956-7a97d3d0d43b,12028331676,15019916516,13-01-24 21:10,2119,BUSY,$21.19 ,3813.19,$19.07 ,26,$0.52 ,FALSE,$0.00 ,40.78,$40.78 
c00a1e98-de97-48ef-86dd-1ceb22583835,14564499748,18569784364,05-07-24 21:10,2744,FAILED,$27.44 ,2576.23,$12.88 ,23,$0.46 ,FALSE,$0.00 ,$40.78 ,$40.78 
22146237-795c-4df0-bf6c-266d1d78cb8e,17166266755,17533446008,06-02-24 21:10,2260,ANSWERED,$22.60 ,3474.72,$17.37 ,40,$0.80 ,FALSE,$0.00 ,40.77,$40.77 
eccc4065-3a70-4573-ae13-5ef7c71490ad,16941493792,12562957075,24-04-24 21:10,1149,BUSY,$11.49 ,4036.48,$20.18 ,17,$0.34 ,TRUE,$8.75 ,40.76,$40.76 
fc1e0e39-d50e-419c-9a19-3fc8616e42c8,14458885499,16792866733,12-08-24 21:10,2150,NO_ANSWER,$21.50 ,1967.2,$9.84 ,37,$0.74 ,TRUE,$8.68 ,$40.76 ,$40.76 
9758453d-df03-44f6-b5ee-d06491cc7120,17676192232,19851679109,03-04-24 21:10,2188,FAILED,$21.88 ,3760.12,$18.80 ,4,$0.08 ,FALSE,$0.00 ,$40.76 ,$40.76 
0bf9f828-cd39-4ab9-8367-4f6a043db4d9,18362599328,16304837997,01-07-24 21:10,3317,FAILED,$33.17 ,1424.04,$7.12 ,23,$0.46 ,FALSE,$0.00 ,$40.75 ,$40.75 
73da1a32-03b2-48e6-a1f2-b0ebc51c708d,19124262789,13026291828,10-09-24 21:10,1841,ANSWERED,$18.41 ,4287.79,$21.44 ,45,$0.90 ,FALSE,$0.00 ,$40.75 ,$40.75 
9ea112c6-a45c-4b46-96e4-b5a67583335b,14902687756,15713924336,13-01-24 21:10,1874,FAILED,$18.74 ,3210.46,$16.05 ,39,$0.78 ,TRUE,$5.17 ,$40.74 ,$40.74 
77749f05-b0f9-4193-b399-e6a5b9c19d26,17254409816,15756583278,24-10-24 21:10,2130,ANSWERED,$21.30 ,3532.72,$17.66 ,26,$0.52 ,TRUE,$1.26 ,$40.74 ,$40.74 
8a0fe4a4-fce2-453b-b83d-331ce852992f,15749231879,15524688370,10-03-24 21:10,3051,BUSY,$30.51 ,1867.37,$9.34 ,44,$0.88 ,FALSE,$0.00 ,40.73,$40.73 
